"region","year","organizations","legaladdress","address"
"Кировская область","2023 год","Кировское областное государственное общеобразовательное бюджетное учреждение «Школа-интернат для обучающихся с ограниченными возможностями здоровья пгт. Кумены»","613400, область Кировская, район Куменский, пгт. Кумены, ул. Гагарина, 7","613400, область Кировская, район Куменский, пгт. Кумены, ул. Гагарина, 7"
"Кировская область","2023 год","Кировское областное государственное общеобразовательное бюджетное учреждение «Школа-интернат для обучающихся с ограниченными возможностями здоровья пгт. Пижанка»","613380, область Кировская, район Пижанский, пгт. Пижанка, ул. Советская, 32","613380, область Кировская, район Пижанский, пгт. Пижанка, ул. Советская, 32 613380, область Кировская, район Пижанский, пгт. Пижанка, ул. Советская, 38 613380, область Кировская, район Пижанский, д. Кашнур, ул. Черемушки, 1"
"Кировская область","2023 год","Кировское областное государственное общеобразовательное бюджетное учреждение «Школа для обучающихся с ограниченными возможностями здоровья г. Вятские Поляны»","612961, область Кировская, район Вятскополянский, г. Вятские Поляны, ул. Советская, 24","612961, область Кировская, район Вятскополянский, г. Вятские Поляны, ул. Советская, 24"
"Кировская область","2024 год","Кировское областное государственное общеобразовательное бюджетное учреждение «Школа для обучающихся с ограниченными возможностями здоровья «Хрусталик» г. Кирова»","610002, область Кировская, г. Киров, ул. Милицейская, 52А","610002, область Кировская, г. Киров, ул. Милицейская, 52А"
"Кировская область","2024 год","Кировское областное государственное общеобразовательное бюджетное учреждение «Школа-интернат для обучающихся с ограниченными возможностями здоровья с. Цепочкино Уржумского района»","613535, область Кировская, район Уржумский, с. Цепочкино, ул. Кирова, 34","613535, область Кировская, район Уржумский, с. Цепочкино, ул. Кирова, 34"
"Костромская область","2020 год","Государственное казенное общеобразовательное учреждение «Школа-интернат Костромской области для обучающихся с ограниченными возможностями здоровья по слуху»","156011, область Костромская, г. Кострома, пр-д Березовый, 1","156011, область Костромская, г. Кострома, пр-д Березовый, 1"
"Костромская область","2021 год","Государственное казенное общеобразовательное учреждение «Вохомская школа-интернат Костромской области для детей-сирот и детей, оставшихся без попечения родителей, с ограниченными возможностями здоровья»","157760, область Костромская, район Вохомский, пос. Вохма, ул. Школьная, 23","157760, область Костромская, район Вохомский, пос. Вохма, ул. Школьная, 23"
"Костромская область","2021 год","Государственное казенное общеобразовательное учреждение «Нерехтская школа-интернат Костромской области для детей с ограниченными возможностями здоровья»","157800, область Костромская, район Нерехтский, г. Нерехта, ул. Школьная, 1","157800, область Костромская, район Нерехтский, г. Нерехта, ул. Школьная, 1"
"Костромская область","2022 год","Государственное казенное общеобразовательное учреждение «Школа-интернат Костромской области для слепых, слабовидящих детей»","156005, область Костромская, г. Кострома, ул. Войкова, 23","156005, область Костромская, г. Кострома, ул. Войкова, 23"
"Костромская область","2022 год","Государственное казенное общеобразовательное учреждение «Никольская школа-интернат Костромской области для детей с ограниченными возможностями здоровья».","156519, область Костромская, район Костромской, пос. Никольское, ул. Мира, 12","156519, область Костромская, район Костромской, пос. Никольское, ул. Мира, 12"
"Курганская область","2020 год","Государственное бюджетное общеобразовательное учреждение «Красноисетская специальная (коррекционная) школа-интернат»","641743, область Курганская, район Далматовский, с. Красноисетское, ул. Советская, 36","641743, область Курганская, район Далматовский, с. Красноисетское, ул. Советская, 36"
"Курганская область","2020 год","Государственное бюджетное общеобразовательное учреждение «Шадринская специальная (коррекционная) школа-интернат № 12»","641884, область Курганская, г. Шадринск, ул. Февральская, д. 197","641884, область Курганская, г. Шадринск, ул. Февральская, д. 197"
"Курганская область","2021 год","Государственное бюджетное общеобразовательное учреждение «Шадринская специальная (коррекционная) школа-интернат № 11»","641884, область Курганская, г. Шадринск, ул. Свердлова, 89","641884, область Курганская, г. Шадринск, ул. Свердлова, 89"
"Курганская область","2022 год","Государственное бюджетное общеобразовательное учреждение «Курганская специальная (коррекционная) школа № 8»","640018, область Курганская, г. Курган, ул. Советская, 132","640018, область Курганская, г. Курган, ул. Советская, 132"
"Курганская область","2022 год","Государственное бюджетное общеобразовательное учреждение «Курганская специальная (коррекционная) школа-интернат № 25»","640014, область Курганская, г. Курган, ул. Пирогова, 17","640014, область Курганская, г. Курган, ул. Пирогова, 17"
"Курская область","2020 год","Областное казенное общеобразовательное учреждение «Новопоселёновская школа-интернат для детей-сирот и детей, оставшихся без попечения родителей, с ограниченными возможностями здоровья»","305523, область Курская, район Курский, дер. 1-е Цветово","305523, область Курская, район Курский, дер. 1-е Цветово"
"Курская область","2020 год","Областное казенное общеобразовательное учреждение «Обоянская школа-интернат для детей с ограниченными возможностями здоровья»","306230, область Курская, район Обоянский, г. Обоянь, ул. Жукова, 2","306230, область Курская, район Обоянский, г. Обоянь, ул. Жукова, 2"
"Курская область","2021 год","Областное казенное общеобразовательное учреждение «Курская школа для детей с ограниченными возможностями здоровья»","305018, область Курская, г. Курск, ул. Энергетиков- 2, д. 22","305018, область Курская, г. Курск, ул. Энергетиков- 2, д. 22"
"Курская область","2021 год","Областное казенное общеобразовательное учреждение «Льговская школа-интернат для детей с ограниченными возможностями здоровья»","307750, область Курская, г. Льгов, пл. Красная, д. 8","307750, область Курская, г. Льгов, пл. Красная, д. 8"
"Курская область","2022 год","Областное казенное общеобразовательное учреждение «Пенская школа-интернат для детей с ограниченными возможностями здоровья» Курчатовского района Курской области","307240, область Курская, район Курчатовский, р.п. им. Карла Либкнехта, ул. Комарова, 4","307240, область Курская, район Курчатовский, р.п. им. Карла Либкнехта, ул. Комарова, 4"
"Курская область","2022 год","Областное казенное общеобразовательное учреждение «Тёткинская школа-интернат для детей с ограниченными возможностями здоровья»","307490, область Курская, район Глушковский, пгт. Теткино, ул. Ленина, 99","307490, область Курская, район Глушковский, пгт. Теткино, ул. Ленина, 99"
"Курская область","2023 год","Областное казенное общеобразовательное учреждение «Школа-интернат для детей с ограниченными возможностями здоровья № 5» г. Курска","305018, область Курская, г. Курск, просп. Кулакова, 5 Г","305018, область Курская, г. Курск, просп. Кулакова, 5 Г"
"Ленинградская область","2020 год","Государственное казенное общеобразовательное учреждение Ленинградской области «Юкковская школа-интернат, реализующая адаптированные образовательные программы»","188652, область Ленинградская, район Всеволожский, д. Юкки, ул. Школьная, 14","188652, область Ленинградская, район Всеволожский, д. Юкки, ул. Школьная, 14"
"Ленинградская область","2020 год","Государственное казенное общеобразовательное учреждение Ленинградской области «Мгинская школа-интернат, реализующая адаптированные образовательные программы для детей с нарушениями зрения»","187300, область Ленинградская, район Кировский, г.п. Мга, ш. Революции, 58","187300, область Ленинградская, район Кировский, г.п. Мга, ш. Революции, 58"
"Ленинградская область"," 2021 год","Государственное казенное общеобразовательное учреждение Ленинградской области «Сясьстройская школа-интернат, реализующая адаптированные образовательные программы»","187420, область Ленинградская, район Волховский, г. Сясьстрой, ул. 25 Октября, 15","187420, область Ленинградская, район Волховский, г. Сясьстрой, ул. 25 Октября, 15"
"Ленинградская область"," 2021 год","Государственное казенное общеобразовательное учреждение Ленинградской области «Волховская школа, реализующая адаптированные образовательные программы»","187401, область Ленинградская, район Волховский, г. Волхов, просп. Державина, 65","187401, область Ленинградская, район Волховский, г. Волхов, просп. Державина, 65"
"Ленинградская область","2022 год","Государственное казенное общеобразовательное учреждение Ленинградской области «Кировская школа-интернат, реализующая адаптированные образовательные программы»","187340, область Ленинградская, район Кировский, г. Кировск, ул. Краснофлотская, 24","187340, область Ленинградская, район Кировский, г. Кировск, ул. Краснофлотская, 24"
"Ленинградская область","2022 год","Государственное казенное общеобразовательное учреждение Ленинградской области «Ларьянская школа-интернат, реализующая адаптированные образовательные программы»","187642, область Ленинградская, район Бокситогорский, пос. Ларьян, пер. Торфяников, 11 «Г»","187642, область Ленинградская, район Бокситогорский, пос. Ларьян, пер. Торфяников, 11 «Г»"
"Ленинградская область","2023 год","Государственное казенное общеобразовательное учреждение Ленинградской области «Приморская школа-интернат, реализующая адаптированные образовательные программы»","188910, область Ленинградская, район Выборгский, г. Приморск, наб. Лебедева, 44","188910, область Ленинградская, район Выборгский, г. Приморск, наб. Лебедева, 44"
" Липецкая область","2020 год","Государственное бюджетное общеобразовательное учреждение Липецкой области «Специальная школа-интернат г. Данкова»","399850, область Липецкая, район Данковский, г. Данков, ул. Мира, 42","399850, область Липецкая, район Данковский, г. Данков, ул. Мира, 42"
" Липецкая область","2021 год","Государственное бюджетное общеобразовательное учреждение Липецкой области «Специальная школа-интернат г. Усмань»","399373, область Липецкая, район Усманский, г. Усмань, ул. Басова, 5","399373, область Липецкая, район Усманский, г. Усмань, ул. Басова, 5"
" Липецкая область","2021 год","Государственное бюджетное общеобразовательное учреждение Липецкой области «Специальная школа-интернат г. Ельца»","399778, область Липецкая, г. Елец, ул. Ростовская, 1","399778, область Липецкая, г. Елец, ул. Ростовская, 1"
" Липецкая область","2022 год","Государственное бюджетное общеобразовательное учреждение Липецкой области «Специальная школа-интернат с. Вторые Тербуны»","399551, область Липецкая, район Тербунский, с. Вторые Тербуны, ул. Советская, 54","399551, область Липецкая, район Тербунский, с. Вторые Тербуны, ул. Советская, 54"
" Липецкая область","2022 год","Государственное областное автономное общеобразовательное учреждение Липецкой области «Центр непрерывного образования обучающихся с особыми образовательными потребностями» «Траектория»","399056, область Липецкая, район Грязинский, г. Грязи, ул. Партизанская, 2","399056, область Липецкая, район Грязинский, г. Грязи, ул. Партизанская, 2"
" Липецкая область","2022 год","Государственное бюджетное общеобразовательное учреждение Липецкой области «Специальная школа-интернат г. Задонска»","399201, область Липецкая, район Задонский, г. Задонск, ул. Крупской, д. 13","399201, область Липецкая, район Задонский, г. Задонск, ул. Крупской, д. 13"
" Липецкая область","2023 год","Государственное областное автономное общеобразовательное учреждение «Центр образования, реабилитации и оздоровления»","398024, область Липецкая, г. Липецк, ул. Механизаторов, 9","398024, область Липецкая, г. Липецк, ул. Механизаторов, 9"
"Магаданская область","2020 год","Государственное казенное общеобразовательное учреждение для обучающихся по адаптированным образовательным программам «Магаданский областной центр образования № 1»","685030, область Магаданская, г. Магадан, ул. Лукса, 8 А","685030, область Магаданская, г. Магадан, ул. Лукса, 8 А"
"Магаданская область","2021 год","Государственное казенное общеобразовательное учреждение для детей-сирот и детей, оставшихся без попечения родителей, обучающихся по адаптированным образовательным программам «Магаданская областная школа-интернат»","685918, область Магаданская, г. Магадан, пгт. Сокол, ул. Гагарина, 19","685918, область Магаданская, г. Магадан, пгт. Сокол, ул. Гагарина, 19"
"Московская область","2020 год","Муниципальное казенное общеобразовательное учреждение Городского округа Балашиха «Школа для учащихся с ограниченными возможностями здоровья»","143989, область Московская, г. Балашиха, ул. Жилгородок, (Ольгино мкр.), д. 35 А","143989, область Московская, г. Балашиха, ул. Жилгородок, (Ольгино мкр.), д. 35 А"
"Московская область","2020 год","Муниципальное казенное общеобразовательное учреждение «Хорловская школа-интернат для обучающихся с ограниченными возможностями здоровья Воскресенского муниципального района Московской области»","140235, область Московская, район Воскресенский, р.п. Хорлово, ул. Интернатская, 1 и 2","140235, область Московская, район Воскресенский, р.п. Хорлово, ул. Интернатская, 1 и 2"
"Московская область","2021 год","Муниципальное автономное общеобразовательное учреждение «Дмитровская общеобразовательная школа-интернат для обучающихся с ограниченными возможностями здоровья Дмитровского муниципального района Московской области»","141800, область Московская, район Дмитровский, г. Дмитров, ул. Волгостроевская, д. 4А","141800, область Московская, район Дмитровский, г. Дмитров, ул. Волгостроевская, д. 4А"
"Московская область","2021 год","Муниципальное казенное общеобразовательное учреждение «Общеобразовательная школа № 9 для обучающихся с ограниченными возможностями здоровья»","140304, область Московская, г. Егорьевск, ул. Владимирская, 1А","140304, область Московская, г. Егорьевск, ул. Владимирская, 1А"
"Московская область","2022 год","Муниципальное специальное общеобразовательное учреждение Запрудненская школа-интернат для обучающихся с ограниченными возможностями здоровья","141960, область Московская, г. Талдом, р.п. Запрудня, ул. Соревнование, 47","141960, область Московская, г. Талдом, р.п. Запрудня, ул. Соревнование, 47"
"Московская область","2022 год","Муниципальное бюджетное общеобразовательное учреждение «Дедовская школа-интернат для обучающихся с ограниченными возможностями здоровья»","143532, область Московская, район Истринский, г. Дедовск, пос. Дедовской школы-интерната, 16","143532, область Московская, район Истринский, г. Дедовск, пос. Дедовской школы-интерната, 16"
"Московская область","2022 год","Муниципальное казенное общеобразовательное учреждение «Каширская коррекционная общеобразовательная школа-интернат»","142944, область Московская, г. Кашира, дер. Корыстово, ул. Центральная, 22","142944, область Московская, г. Кашира, дер. Корыстово, ул. Центральная, 22"
"Московская область","2023 год","Муниципальное казенное общеобразовательное учреждение «Школа-интернат для детей с ограниченными возможностями здоровья № 19 Коломенского городского округа Московской области»","140413, область Московская, г. Коломна, ул. Дачная, 40А","140413, область Московская, г. Коломна, ул. Дачная, 40А"
"Московская область","2023 год","Муниципальное казенное общеобразовательное учреждение «Коробчеевская школа интернат для обучающихся, воспитанников с ограниченными возможностями здоровья Коломенского городского округа Московской области»","140490, область Московская, г. Коломна, с. Коробчеево, ул. Школьная","140490, область Московская, г. Коломна, с. Коробчеево, ул. Школьная, 1 «Б»"
"Московская область","2023 год","Муниципальное бюджетное общеобразовательное учреждение городского округа Королев Московской области «Школа-интернат для слепых и слабовидящих детей»","141069, область Московская, г. Королев, мкрн. Первомайский, ул. Кирова, 40/4","141069, область Московская, г. Королев, мкрн. Первомайский, ул. Кирова, 40/4"
"Московская область","2023 год","Муниципальное бюджетное общеобразовательное учреждение «Школа-интернат для обучающихся с ограниченными возможностями здоровья городского округа Красноармейск Московской области»","141290, область Московская, г. Красноармейск, ул. Клубная, 17","141290, область Московская, г. Красноармейск, ул. Клубная, 17"
"Московская область","2024 год","Муниципальное бюджетное общеобразовательное учреждение «Начальная школа – детский сад»","143409, область Московская, г. Красногорск, ул. 50 лет Октября","143409, область Московская, г. Красногорск, ул. 50 лет Октября"
"Московская область","2024 год","Муниципальное бюджетное общеобразовательное учреждение «Образовательный центр «Созвездие»»","143401, область Московская, г. Красногорск, ул. Пионерская, д. 23А","143401, область Московская, г. Красногорск, ул. Пионерская, д. 23А"
"Московская область","2024 год","Муниципальное бюджетное общеобразовательное учреждение «Школа-интернат для детей с ограниченными возможностями здоровья»","140700, область Московская, г. Шатура, ул. Энергетиков, 26","140700, область Московская, г. Шатура, ул. Энергетиков, 26"
"Московская область","2024 год","Муниципальное казенное общеобразовательное учреждение «Белоомутская школа-интернат для обучающихся с ограниченными возможностями здоровья»","140520, область Московская, г. Луховицы, р.п. Белоомут, ул. Центральная, 57","140520, область Московская, г. Луховицы, р.п. Белоомут, ул. Центральная, 57"
"Московская область","2024 год","Муниципальное бюджетное общеобразовательное учреждение «Школа № 8 для обучающихся с ограниченными возможностями здоровья городского округа Лыткарино Московской области»","140081, область Московская, г. Лыткарино, ул. Пионерская, д. 12Б","140081, область Московская, г. Лыткарино, ул. Пионерская, д. 12Б"
"Московская область","2024 год","Муниципальное общеобразовательное учреждение школа-интернат VIII вида № 3 «Развитие» муниципального образования городской округ Люберцы Московской области","140009, область Московская, г. Люберцы, дер. Марусино, ул. Заречная, д. 35","140009, область Московская, г. Люберцы, дер. Марусино, ул. Заречная, д. 35"
"Московская область","2024 год","Муниципальное бюджетное общеобразовательное учреждение «Начальная школа - детский сад для обучающихся и воспитанников с ограниченными возможностями здоровья»","141018, область Московская, г. Мытищи, просп. Новомытищинский, д. 80/7А","141018, область Московская, г. Мытищи, просп. Новомытищинский, д. 80/7А"
"Московская область","2024 год","Муниципальное бюджетное общеобразовательное учреждение Наро-Фоминская школа для обучающихся с ограниченными возможностями здоровья","143300, область Московская, г. Наро-Фоминск, ул. Калинина, 15А","143300, область Московская, г. Наро-Фоминск, ул. Калинина, 15А"
"Московская область","2024 год","Муниципальное бюджетное общеобразовательное учреждение Вышегородская школа-интернат для обучающихся с ограниченными возможностями здоровья","143334, область Московская, г. Наро-Фоминск, дер. Вышегород, д. 3, 4","143334, область Московская, г. Наро-Фоминск, дер. Вышегород, д. 3, 4"
"Московская область","2024 год","Муниципальное бюджетное общеобразовательное учреждение «Глуховская школа-интернат № 2»","142402, область Московская, район Ногинский, г. Ногинск, ул. Чапаева, 3","142402, область Московская, район Ногинский, г. Ногинск, ул. Чапаева, 3"
"Московская область","2024 год","Муниципальное бюджетное общеобразовательное учреждение «Специальная (коррекционная) начальная школа - детский сад № 71 «Аист» для обучающихся, воспитанников с ограниченными возможностями здоровья»","142404, область Московская, район Ногинский, г. Ногинск, ул. Советской Конституции, 34","142404, область Московская, район Ногинский, г. Ногинск, ул. Советской Конституции, 34"
"Московская область","2024 год","Муниципальное казенное общеобразовательное учреждение, реализующее адаптированные основные общеобразовательные программы «Старогородковская специальная (коррекционная) школа – интернат имени Заслуженного учителя РФ Фурагиной А.В.»","143079, область Московская, район Одинцовский, пос. Старый Городок, ул. Школьная, д. 34","143079, область Московская, район Одинцовский, пос. Старый Городок, ул. Школьная, д. 34"
"Московская область","2024 год","Муниципальное казенное общеобразовательное учреждение для обучающихся с ограниченными возможностями здоровья Одинцовская общеобразовательная школа «Надежда»","143005, область Московская, район Одинцовский, г. Одинцово, ул. 1-ая Вокзальная, д. 59","143005, область Московская, район Одинцовский, г. Одинцово, ул. 1-ая Вокзальная, д. 59"
"Московская область","2024 год","Муниципальное общеобразовательное учреждение общеобразовательная школа № 5 для обучающихся с ограниченными возможностями здоровья","142601, область Московская, г. Орехово-Зуево, проезд Клязьменский, 8","142601, область Московская, г. Орехово-Зуево, проезд Клязьменский, 8"
"Мурманская область","2020 год","Государственное областное бюджетное общеобразовательное учреждение «Мурманская коррекционная школа № 1»","183031, область Мурманская, г. Мурманск, ул. Калинина, 36","183031, область Мурманская, г. Мурманск, ул. Калинина, 36 183035, область Мурманская, г. Мурманск, ул. Чумбарова-Лучинского, д. 3"
"Мурманская область","2021 год","Государственное областное бюджетное общеобразовательное учреждение «Мурманская коррекционная школа-интернат № 3»","183014, область Мурманская, г. Мурманск, ул. Баумана, 39","183014, область Мурманская, г. Мурманск, ул. Баумана, 39"
"Мурманская область","2021 год","Государственное областное бюджетное общеобразовательное учреждение «Минькинская коррекционная школа-интернат»","184376, область Мурманская, район Кольский, с. Минькино, 135","184376, область Мурманская, район Кольский, с. Минькино, 135"
"Мурманская область","2022 год","Государственное областное бюджетное общеобразовательное учреждение «Мончегорская коррекционная школа»","184510, область Мурманская, г. Мончегорск, ул. Северная, 9","184510, область Мурманская, г. Мончегорск, ул. Северная, 9"
"Нижегородская область","2020 год","Государственное казенное общеобразовательное учреждение «Нижегородская областная специальная (коррекционная) школа-интернат для слепых и слабовидящих детей»","603146, область Нижегородская, г. Нижний Новгород, ул. Юбилейная, 5","603146, область Нижегородская, г. Нижний Новгород, ул. Юбилейная, 5"
"Нижегородская область","2020 год","Государственное казенное общеобразовательное учреждение «Горбатовская областная специальная (коррекционная) общеобразовательная школа-интернат для глухих и позднооглохших детей»","606125, область Нижегородская, район Павловский, г. Горбатов, ул. Набережная, 2","606125, область Нижегородская, район Павловский, г. Горбатов, ул. Набережная, 2"
"Нижегородская область","2021 год","Государственное казенное общеобразовательное учреждение «Специальная (коррекционная) школа-интернат № 1 для детей-сирот и детей, оставшихся без попечения родителей, с ограниченными возможностями здоровья»","603022, область Нижегородская, г. Нижний Новгород, ул. Елецкая, д. 10А","603022, область Нижегородская, г. Нижний Новгород, ул. Елецкая, д. 10А"
"Нижегородская область","2021 год","Государственное казенное общеобразовательное учреждение «Золинская специальная (коррекционная) школа-интернат для детей-сирот и детей, оставшихся без попечения родителей, с ограниченными возможностями здоровья»","606083, область Нижегородская, район Володарский, с. Золино, ул. Школьная, 24","606083, область Нижегородская, район Володарский, с. Золино, ул. Школьная, 24"
"Нижегородская область","2022 год","Государственное казенное общеобразовательное учреждение «Специальная (коррекционная) школа-интернат № 8 для детей-сирот и детей, оставшихся без попечения родителей, с ограниченными возможностями здоровья»","603132, область Нижегородская, г. Нижний Новгород, ул. Голубева, 8А","603132, область Нижегородская, г. Нижний Новгород, ул. Голубева, 8А"
"Нижегородская область","2022 год","Государственное казенное общеобразовательное учреждение «Школа-интернат № 9 г. Городца»","606503, область Нижегородская, район Городецкий, г. Городец, ул. Республиканская, 88 Б","606503, область Нижегородская, район Городецкий, г. Городец, ул. Республиканская, 88 Б"
"Нижегородская область","2022 год","Государственное казенное общеобразовательное учреждение «Большемурашкинская областная специальная (коррекционная) общеобразовательная школа-интернат для слабослышащих и позднооглохших детей»","606360, область Нижегородская, район Большемурашкинский, р.п. Большое Мурашкино, ул. Новая, 17","606360, область Нижегородская, район Большемурашкинский, р.п. Большое Мурашкино, ул. Новая, 17"
"Нижегородская область","2023 год","Государственное казенное общеобразовательное учреждение «Кстовская школа-интернат»","607650, область Нижегородская, район Кстовский, г. Кстово, ул. Зеленая, д. 4","607650, область Нижегородская, район Кстовский, г. Кстово, ул. Зеленая, д. 4"
"Нижегородская область","2023 год","Государственное казенное общеобразовательное учреждение «Школа-интернат № 65»","603022, область Нижегородская, г. Нижний Новгород, просп. Гагарина, 10","603022, область Нижегородская, г. Нижний Новгород, просп. Гагарина, 10"
"Нижегородская область","2023 год","Государственное казенное общеобразовательное учреждение «Школа-интернат № 2»","603079, область Нижегородская, г. Нижний Новгород, ш. Московское, 79","603079, область Нижегородская, г. Нижний Новгород, ш. Московское, 79"
"Нижегородская область","2023 год","Государственное бюджетное общеобразовательное учреждение «Специальная коррекционная начальная школа – детский сад № 144»","606036, область Нижегородская, г. Дзержинск, ул. Советская, 11, А","606036, область Нижегородская, г. Дзержинск, ул. Советская, 11, А"
"Нижегородская область","2024 год","Муниципальное бюджетное общеобразовательное учреждение «Школа № 9 с наличием интерната для обучающихся с ограниченными возможностями здоровья» города Сарова","607185, область Нижегородская, г. Саров, ул. Зернова, д. 61","607185, область Нижегородская, г. Саров, ул. Зернова, д. 61"
